school,overallScore
app-academy,3.7
app-academy,5.0
app-academy,4.3
app-academy,4.3
app-academy,4.3
app-academy,5.0
app-academy,1.0
app-academy,5.0
app-academy,3.7
app-academy,4.7
app-academy,4.0
app-academy,4.7
app-academy,4.0
app-academy,4.3
app-academy,3.7
app-academy,3.7
app-academy,4.3
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,4.0
app-academy,4.7
app-academy,3.7
app-academy,4.3
app-academy,2.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.3
app-academy,4.7
app-academy,5.0
app-academy,4.0
app-academy,3.7
app-academy,4.3
app-academy,4.7
app-academy,4.7
app-academy,4.0
app-academy,5.0
app-academy,4.0
app-academy,4.7
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,2.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,5.0
app-academy,4.3
app-academy,4.3
app-academy,4.7
app-academy,3.7
app-academy,4.0
app-academy,4.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,3.3
app-academy,5.0
app-academy,3.3
app-academy,5.0
app-academy,3.3
app-academy,3.7
app-academy,3.7
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.3
app-academy,4.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,4.3
app-academy,4.7
app-academy,4.7
app-academy,4.7
app-academy,3.3
app-academy,3.3
app-academy,4.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,3.3
app-academy,4.3
app-academy,4.7
app-academy,4.0
app-academy,4.7
app-academy,4.3
app-academy,3.3
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.7
app-academy,3.0
app-academy,4.7
app-academy,3.3
app-academy,3.7
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.0
app-academy,5.0
app-academy,4.3
app-academy,1.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,3.7
app-academy,3.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,4.0
app-academy,4.7
app-academy,5.0
app-academy,3.7
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,3.7
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.3
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,4.7
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,3.7
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,4.3
app-academy,3.7
app-academy,4.7
app-academy,2.7
app-academy,2.3
app-academy,4.0
app-academy,4.7
app-academy,4.7
app-academy,4.0
app-academy,3.5
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,3.7
app-academy,5.0
app-academy,5.0
app-academy,3.7
app-academy,4.3
app-academy,4.0
app-academy,4.5
app-academy,4.3
app-academy,4.3
app-academy,5.0
app-academy,4.0
app-academy,4.0
app-academy,5.0
app-academy,3.7
app-academy,3.3
app-academy,4.3
app-academy,4.7
app-academy,1.3
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,4.0
app-academy,4.0
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,4.7
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,4.3
app-academy,4.0
app-academy,4.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,4.5
app-academy,4.0
app-academy,4.7
app-academy,3.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.3
app-academy,4.0
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,3.7
app-academy,4.3
app-academy,5.0
app-academy,4.3
app-academy,4.0
app-academy,4.7
app-academy,3.7
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,4.5
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.5
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,4.5
app-academy,4.5
app-academy,4.3
app-academy,5.0
app-academy,4.0
app-academy,4.3
app-academy,4.0
app-academy,4.3
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,5.0
app-academy,4.5
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.7
app-academy,4.3
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,3.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,3.7
app-academy,4.3
app-academy,4.5
app-academy,4.0
app-academy,4.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.5
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.0
app-academy,4.7
app-academy,3.3
app-academy,4.3
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,5.0
app-academy,2.5
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.5
app-academy,4.7
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.5
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,4.5
app-academy,4.7
app-academy,5.0
app-academy,3.7
app-academy,4.7
app-academy,3.0
app-academy,4.3
app-academy,4.3
app-academy,4.0
app-academy,3.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.5
app-academy,5.0
app-academy,5.0
app-academy,4.5
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.5
app-academy,5.0
app-academy,5.0
app-academy,4.5
app-academy,5.0
app-academy,2.3
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,3.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.3
app-academy,4.0
app-academy,4.7
app-academy,4.3
app-academy,4.7
app-academy,3.7
app-academy,4.0
app-academy,4.3
app-academy,5.0
app-academy,4.3
app-academy,4.3
app-academy,4.0
app-academy,2.7
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,4.7
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,3.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,4.3
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,1.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.0
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,3.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,2.7
app-academy,4.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,3.7
app-academy,4.0
app-academy,4.0
app-academy,4.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,3.7
app-academy,4.0
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.0
app-academy,4.7
app-academy,4.7
app-academy,4.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,4.3
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,3.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,4.7
app-academy,4.3
app-academy,3.7
app-academy,4.3
app-academy,4.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,2.7
app-academy,4.7
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,4.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.3
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,2.5
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,4.7
app-academy,4.3
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,3.7
app-academy,2.0
app-academy,5.0
app-academy,4.3
app-academy,5.0
app-academy,5.0
app-academy,4.7
app-academy,5.0
app-academy,5.0
app-academy,5.0
app-academy,3.3
app-academy,5.0
brainstation,1.0
brainstation,1.0
brainstation,1.3
brainstation,1.0
brainstation,2.0
brainstation,3.7
brainstation,5.0
brainstation,1.7
brainstation,5.0
brainstation,4.7
brainstation,1.3
brainstation,4.7
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,2.3
brainstation,4.5
brainstation,2.5
brainstation,4.3
brainstation,4.7
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,4.7
brainstation,4.5
brainstation,4.7
brainstation,3.7
brainstation,5.0
brainstation,5.0
brainstation,3.3
brainstation,4.3
brainstation,5.0
brainstation,4.7
brainstation,3.7
brainstation,5.0
brainstation,4.3
brainstation,4.0
brainstation,5.0
brainstation,3.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,4.3
brainstation,5.0
brainstation,4.7
brainstation,1.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,2.0
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,4.0
brainstation,4.5
brainstation,5.0
brainstation,4.5
brainstation,5.0
brainstation,4.7
brainstation,5.0
brainstation,5.0
brainstation,3.7
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,4.0
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,4.3
brainstation,4.3
brainstation,5.0
brainstation,4.3
brainstation,4.3
brainstation,5.0
brainstation,3.7
brainstation,4.5
brainstation,4.0
brainstation,4.3
brainstation,4.3
brainstation,4.0
brainstation,4.3
brainstation,4.0
brainstation,4.7
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,4.7
brainstation,4.3
brainstation,4.3
brainstation,5.0
brainstation,4.7
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,4.3
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,3.7
brainstation,4.0
brainstation,4.3
brainstation,2.3
brainstation,4.7
brainstation,5.0
brainstation,4.7
brainstation,5.0
brainstation,4.7
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,5.0
brainstation,4.5
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,5.0
brainstation,4.7
brainstation,4.5
brainstation,4.5
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,3.0
brainstation,5.0
brainstation,5.0
brainstation,4.5
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,3.7
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,5.0
brainstation,4.3
brainstation,4.7
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,4.5
brainstation,1.0
brainstation,4.3
brainstation,4.7
brainstation,4.7
brainstation,4.3
brainstation,4.0
brainstation,3.7
brainstation,3.3
brainstation,5.0
brainstation,4.3
brainstation,4.0
brainstation,4.7
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,2.3
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,4.3
brainstation,4.7
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,5.0
brainstation,4.7
brainstation,4.3
brainstation,4.3
brainstation,4.0
brainstation,5.0
brainstation,4.5
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,4.5
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,4.7
brainstation,4.3
brainstation,3.0
brainstation,4.7
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,4.0
brainstation,3.7
brainstation,5.0
brainstation,5.0
brainstation,4.5
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,4.3
brainstation,5.0
brainstation,5.0
brainstation,4.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,5.0
brainstation,3.0
brainstation,4.0
brainstation,5.0
udacity,1.0
udacity,4.7
udacity,4.7
udacity,5.0
udacity,3.0
udacity,5.0
udacity,5.0
udacity,4.3
udacity,5.0
udacity,5.0
udacity,4.3
udacity,4.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.3
udacity,5.0
udacity,4.0
udacity,4.7
udacity,5.0
udacity,4.3
udacity,3.7
udacity,3.7
udacity,5.0
udacity,4.0
udacity,5.0
udacity,4.7
udacity,3.3
udacity,4.3
udacity,4.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.0
udacity,5.0
udacity,4.3
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.0
udacity,3.3
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.3
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,3.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,4.3
udacity,5.0
udacity,4.0
udacity,4.0
udacity,5.0
udacity,4.0
udacity,4.7
udacity,4.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,3.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.3
udacity,3.7
udacity,5.0
udacity,4.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,2.3
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.3
udacity,5.0
udacity,4.0
udacity,5.0
udacity,3.7
udacity,5.0
udacity,4.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.0
udacity,5.0
udacity,4.7
udacity,4.7
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,1.7
udacity,4.3
udacity,1.3
udacity,5.0
udacity,1.3
udacity,2.3
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.0
udacity,4.7
udacity,5.0
udacity,4.7
udacity,2.3
udacity,5.0
udacity,5.0
udacity,4.3
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,3.3
udacity,3.3
udacity,5.0
udacity,5.0
udacity,4.0
udacity,4.7
udacity,4.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,3.0
udacity,4.7
udacity,4.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,1.0
udacity,4.3
udacity,4.7
udacity,1.0
udacity,5.0
udacity,5.0
udacity,4.3
udacity,4.7
udacity,4.3
udacity,5.0
udacity,4.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,1.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,4.3
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,3.7
udacity,5.0
udacity,5.0
udacity,4.7
udacity,4.3
udacity,4.3
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.0
udacity,1.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,1.0
udacity,4.0
udacity,5.0
udacity,4.3
udacity,3.3
udacity,4.7
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,1.0
udacity,1.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,4.0
udacity,4.3
udacity,5.0
udacity,4.3
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,4.3
udacity,4.7
udacity,5.0
udacity,4.0
udacity,2.0
udacity,1.0
udacity,2.7
udacity,5.0
udacity,5.0
udacity,4.7
udacity,4.7
udacity,5.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,4.7
udacity,5.0
udacity,4.7
udacity,5.0
udacity,4.3
udacity,5.0
udacity,5.0
udacity,1.0
udacity,4.7
udacity,5.0
udacity,5.0
udacity,2.7
udacity,4.0
udacity,4.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.0
udacity,5.0
udacity,5.0
udacity,4.7
udacity,4.3
udacity,4.3
udacity,3.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,4.0
udacity,4.0
udacity,5.0
udacity,5.0
udacity,1.0
udacity,3.7
udacity,1.0
udacity,5.0
udacity,4.3
udacity,4.7
udacity,4.7
udacity,5.0
udacity,5.0
udacity,4.7
udacity,4.3
udacity,5.0
udacity,4.7
udacity,1.0
udacity,5.0
udacity,5.0
udacity,4.3
udacity,5.0
udacity,5.0
udacity,4.3
udacity,4.0
udacity,4.0
udacity,4.3
udacity,4.0
udacity,5.0
udacity,5.0
udacity,5.0
udacity,3.3
udacity,4.3
udacity,4.7
udacity,5.0
udacity,3.3
udacity,3.7
udacity,4.0
udacity,3.3
udacity,4.0
udacity,5.0
udacity,1.0
udacity,3.3
udacity,5.0
udacity,4.7
udacity,5.0
udacity,4.3
udacity,5.0
udacity,4.7
udacity,5.0
udacity,4.0
udacity,4.3
udacity,5.0
